UKPMSSection,SectionDescription,XSP,Offset,RoadType,Start,End,Overall-CI,RCI-BIN,RCI-X-BIN,SectionDescriptionRoad,SectionDescriptionArea,RCI-BIN-Code,RCI-X-BIN-Code
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,57.92,68.00,34.86,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,60.56,70.59,12.98,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,68.00,78.08,80.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,70.59,80.62,22.35,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,78.08,88.16,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,80.62,90.64,24.29,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,88.16,98.24,117.30,"RED: Plan maintenance soon","RED: Plan maintenance soon","LEMINGTON ROAD              ",LEMINGTON,RED,RED
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,90.64,100.67,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,98.24,108.32,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,100.67,110.69,63.60,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,108.32,118.40,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,110.69,120.72,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,118.40,128.48,71.35,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,120.72,130.75,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,128.48,138.56,30.81,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,130.75,140.77,47.37,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,138.56,148.64,53.59,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,140.77,150.80,30.81,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,148.64,158.72,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,150.80,160.83,36.31,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,158.72,168.80,54.80,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,160.83,170.85,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,168.80,178.88,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,170.85,180.88,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,178.88,188.96,80.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,180.88,190.90,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,188.96,199.04,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,190.90,200.93,53.51,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,199.04,209.12,80.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,200.93,210.96,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,209.12,219.20,28.46,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,210.96,220.98,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,219.20,229.28,74.37,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,220.98,231.01,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,229.28,239.37,104.32,"RED: Plan maintenance soon","RED: Plan maintenance soon","LEMINGTON ROAD              ",LEMINGTON,RED,RED
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,231.01,241.04,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,239.37,249.45,73.20,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,241.04,251.06,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,249.45,259.53,24.32,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,251.06,261.09,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,259.53,269.61,67.88,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,261.09,271.11,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,269.61,279.69,124.00,"RED: Plan maintenance soon","RED: Plan maintenance soon","LEMINGTON ROAD              ",LEMINGTON,RED,RED
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,271.11,281.14,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,279.69,289.77,13.20,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,281.14,291.17,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,289.77,299.85,104.32,"RED: Plan maintenance soon","RED: Plan maintenance soon","LEMINGTON ROAD              ",LEMINGTON,RED,RED
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,291.17,301.19,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,299.85,309.93,101.13,"RED: Plan maintenance soon","RED: Plan maintenance soon","LEMINGTON ROAD              ",LEMINGTON,RED,RED
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,301.19,311.22,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,309.93,320.01,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,311.22,321.25,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,320.01,330.09,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,321.25,331.27,13.35,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,330.09,340.17,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,331.27,341.30,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,340.17,350.25,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,341.30,351.32,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,350.25,360.33,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,351.32,361.35,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,360.33,370.41,175.41,"RED: Plan maintenance soon","RED: Plan maintenance soon","LEMINGTON ROAD              ",LEMINGTON,RED,RED
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,361.35,371.38,4.86,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,370.41,380.49,3.93,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,371.38,381.40,21.08,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,380.49,390.57,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,381.40,391.43,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,390.57,400.65,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,391.43,401.46,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,400.65,410.73,16.29,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,401.46,411.48,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,410.73,420.81,32.40,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,411.48,421.51,7.56,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,420.81,430.89,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,421.51,431.53,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,430.89,440.97,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,431.53,441.56,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,440.97,451.05,180.78,"RED: Plan maintenance soon","RED: Plan maintenance soon","LEMINGTON ROAD              ",LEMINGTON,RED,RED
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,441.56,451.59,56.76,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","LEMINGTON ROAD              ",LEMINGTON,AMBER,AMBER
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,451.05,461.13,131.78,"RED: Plan maintenance soon","RED: Plan maintenance soon","LEMINGTON ROAD              ",LEMINGTON,RED,RED
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CL1,10,,451.59,461.61,15.47,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
014/03505/005,"LEMINGTON ROAD                  LEMINGTON",CR1,-10,,461.13,471.21,26.15,"GREEN: Generally good condition","GREEN: Generally good condition","LEMINGTON ROAD              ",LEMINGTON,GREEN,GREEN
